1:1	سمو ءله رحم رحم
3:15	قول نبء خیر وقی عند ربب جنن جری تحت نهر خلد زوج طهر رضو ءله ءله بصر عبد
3:16	قول ربب ءمن غفر ذنب وقی عذب نور
3:17	صبر صدق قنت نفق غفر سحر
3:18	شهد ءله ءله ملک ءول علم قوم قسط ءله عزز حکم
3:19	دین عند ءله سلم خلف ءتی کتب بعد جیء علم بغی بین کفر ءیی ءله ءله سرع حسب
3:20	حجج قول سلم وجه ءله تبع قول ءتی کتب ءمم سلم سلم هدی ولی بلغ ءله بصر عبد
3:21	کفر ءیی ءله قتل نبو غیر حقق قتل ءمر قسط ءنس بشر عذب ءلم
3:22	حبط عمل دنو ءخر نصر
3:23	رءی ءتی نصب کتب دعو کتب ءله حکم بین ولی فرق عرض
3:24	قول مسس نور یوم عدد غرر دین کون فری
3:25	جمع یوم ریب وفی کلل نفس کسب ظلم
3:26	قول ءله ملک ملک ءتی ملک شیء نزع ملک شیء عزز شیء ذلل شیء یدی خیر کلل شیء قدر
3:27	ولج لیل نهر ولج نهر لیل خرج حیی موت خرج موت حیی رزق شیء غیر حسب
3:28	ءخذ ءمن کفر ولی دون ءمن فعل لیس ءله شیء وقی وقی حذر ءله نفس ءله صیر
3:29	قول خفی صدر بدو علم ءله علم سمو ءرض ءله کلل شیء قدر
3:30	یوم وجد کلل نفس عمل خیر حضر عمل سوء ودد بین بین ءمد بعد حذر ءله نفس ءله رءف عبد
3:31	قول کون حبب ءله تبع حبب ءله غفر ذنب ءله غفر رحم
3:32	قول طوع ءله رسل ولی ءله حبب کفر
3:33	ءله صفو ءدم نوح ءول برهم ءول عمر علم
3:34	ذرر بعض بعض ءله سمع علم
3:35	قول مرء عمر ربب نذر بطن حرر قبل سمع علم
3:36	وضع قول ربب وضع ءنث ءله علم وضع لیس ذکر ءنث سمو ریم عوذ ذرر شطن رجم
3:37	قبل ربب قبل حسن نبت نبت حسن کفل زکر کلل دخل زکر حرب وجد عند رزق قول ریم قول عند ءله ءله رزق شیء غیر حسب
3:38	دعو زکر ربب قول ربب وهب لدن ذرر طیب سمع دعو
3:39	ندو ملک قوم صلو حرب ءله بشر حیی صدق کلم ءله سود حصر نبو صلح
3:40	قول ربب کون غلم بلغ کبر مرء عقر قول ءله فعل شیء
3:41	قول ربب جعل ءیی قول ءیی کلم ءنس ثلث یوم رمز ذکر ربب کثر سبح عشو بکر
3:42	قول ملک ریم ءله صفو طهر صفو نسو علم
3:43	ریم قنت ربب سجد رکع رکع
3:44	نبء غیب وحی کون لدی لقی قلم کفل ریم کون لدی خصم
3:45	قول ملک ریم ءله بشر کلم سمو مسح عیس بنو ریم وجه دنو ءخر قرب
3:46	کلم ءنس مهد کهل صلح
3:47	قول ربب کون ولد مسس بشر قول ءله خلق شیء قضی ءمر قول کون کون
3:48	علم کتب حکم وری نجل
3:49	رسل بنو جیء ءیی ربب خلق طین هیء طیر نفخ کون طیر ءذن ءله برء کمه برص حیی موت ءذن ءله نبء ءکل ذخر بیت ءیی کون ءمن
3:50	صدق بین یدی وری حلل بعض حرم جیء ءیی ربب وقی ءله طوع
3:51	ءله ربب ربب عبد صرط قوم
3:52	حسس عیس کفر قول نصر ءله قول حور نصر ءله ءمن ءله شهد سلم
3:53	ربب ءمن نزل تبع رسل کتب شهد
3:54	مکر مکر ءله ءله خیر مکر
3:55	قول ءله عیس وفی رفع طهر کفر جعل تبع فوق کفر یوم قوم رجع حکم بین کون خلف
3:56	کفر عذب عذب شدد دنو ءخر نصر
3:57	ءمن عمل صلح وفی ءجر ءله حبب ظلم
3:58	تلو ءیی ذکر حکم
3:59	مثل عیس عند ءله مثل ءدم خلق ترب قول کون کون
3:60	حقق ربب کون مری
3:61	حجج بعد جیء علم قول علو دعو بنو بنو نسو نسو نفس نفس بهل جعل لعن ءله کذب
3:62	قصص حقق ءله ءله ءله عزز حکم
3:63	ولی ءله علم فسد
3:64	قول ءهل کتب علو کلم سوو بین بین عبد ءله شرک شیء ءخذ بعض بعض ربب دون ءله ولی قول شهد سلم
3:65	ءهل کتب حجج برهم نزل وری نجل بعد عقل
3:66	حجج علم حجج لیس علم ءله علم علم
3:67	کون برهم هود نصر کون حنف سلم کون شرک
3:68	ولی ءنس برهم تبع نبو ءمن ءله ولی ءمن
3:69	ودد طوف ءهل کتب ضلل ضلل نفس شعر
3:70	ءهل کتب کفر ءیی ءله شهد
3:71	ءهل کتب لبس حقق بطل کتم حقق علم
3:72	قول طوف ءهل کتب ءمن نزل ءمن وجه نهر کفر ءخر رجع
3:73	ءمن تبع دین قول هدی هدی ءله ءتی وحد مثل ءتی حجج عند ربب قول فضل یدی ءله ءتی شیء ءله وسع علم
3:74	خصص رحم شیء ءله ذوی فضل عظم
3:75	ءهل کتب ءمن قنطر ءدی ءمن دنر ءدی دوم قوم قول لیس ءمم سبل قول ءله کذب علم
3:76	وفی عهد وقی ءله حبب وقی
3:77	شری عهد ءله یمن ثمن قلل خلق ءخر کلم ءله نظر یوم قوم زکو عذب ءلم
3:78	فرق لوی لسن کتب حسب کتب کتب قول عند ءله عند ءله قول ءله کذب علم
3:79	کون بشر ءتی ءله کتب حکم نبو قول ءنس کون عبد دون ءله کون ربب کون علم کتب کون درس
3:80	ءمر ءخذ ملک نبو ربب ءمر کفر بعد سلم
3:81	ءخذ ءله وثق نبو ءتی کتب حکم جیء رسل صدق ءمن نصر قول قرر ءخذ ءصر قول قرر قول شهد شهد
3:82	ولی بعد فسق
3:83	غیر دین ءله بغی سلم سمو ءرض طوع کره رجع
3:84	قول ءمن ءله نزل نزل برهم سحق عقب سبط ءتی وسی عیس نبو ربب فرق بین وحد سلم
3:85	بغی غیر سلم دین قبل ءخر خسر
3:86	هدی ءله قوم کفر بعد ءمن شهد رسل حقق جیء بین ءله هدی قوم ظلم
3:87	جزی لعن ءله ملک ءنس جمع
3:88	خلد خفف عذب نظر
3:89	توب بعد صلح ءله غفر رحم
3:90	کفر بعد ءمن زید کفر قبل توب ضلل
3:91	کفر موت کفر قبل وحد ملء ءرض ذهب فدی عذب ءلم نصر
3:92	نیل برر نفق حبب نفق شیء ءله علم
3:93	کلل طعم کون حلل بنو حرم نفس قبل نزل وری قول ءتی وری تلو کون صدق
3:94	فری ءله کذب بعد ظلم
3:95	قول صدق ءله تبع ملل برهم حنف کون شرک
3:96	ءول بیت وضع ءنس بکک برک هدی علم
3:97	ءیی بین قوم برهم دخل کون ءمن ءله ءنس حجج بیت طوع سبل کفر ءله غنی علم
3:98	قول ءهل کتب کفر ءیی ءله ءله شهد عمل
3:99	قول ءهل کتب صدد سبل ءله ءمن بغی عوج شهد ءله غفل عمل
3:100	ءمن طوع فرق ءتی کتب ردد بعد ءمن کفر
3:101	کفر تلو ءیی ءله رسل عصم ءله هدی صرط قوم
3:102	ءمن وقی ءله حقق وقی موت سلم
3:103	عصم حبل ءله جمع فرق ذکر نعم ءله کون عدو ءلف بین قلب صبح نعم ءخو کون شفو حفر نور نقذ بین ءله ءیی هدی
3:104	کون ءمم دعو خیر ءمر عرف نهی نکر فلح
3:105	کون فرق خلف بعد جیء بین عذب عظم
3:106	یوم بیض وجه سود وجه سود وجه کفر بعد ءمن ذوق عذب کون کفر
3:107	بیض وجه رحم ءله خلد
3:108	ءیی ءله تلو حقق ءله رود ظلم علم
3:109	ءله سمو ءرض ءله رجع ءمر
3:110	کون خیر ءمم خرج ءنس ءمر عرف نهی نکر ءمن ءله ءمن ءهل کتب کون خیر ءمن کثر فسق
3:111	ضرر ءذی قتل ولی دبر نصر
3:112	ضرب ذلل ءین ثقف حبل ءله حبل ءنس بوء غضب ءله ضرب سکن کون کفر ءیی ءله قتل نبو غیر حقق عصی کون عدو
3:113	لیس سوو ءهل کتب ءمم قوم تلو ءیی ءله ءنی لیل سجد
3:114	ءمن ءله یوم ءخر ءمر عرف نهی نکر سرع خیر صلح
3:115	فعل خیر کفر ءله علم وقی
3:116	کفر غنی مول ولد ءله شیء صحب نور خلد
3:117	مثل نفق حیی دنو مثل روح صرر صوب حرث قوم ظلم نفس هلک ظلم ءله نفس ظلم
3:118	ءمن ءخذ بطن دون ءلو خبل ودد عنت بدو بغض فوه خفی صدر کبر بین ءیی کون عقل
3:119	ءول حبب حبب ءمن کتب کلل لقی قول ءمن خلو عضض نمل غیظ قول موت غیظ ءله علم ذوی صدر
3:120	مسس حسن سوء صوب سوء فرح صبر وقی ضرر کید شیء ءله عمل حوط
3:121	غدو ءهل بوء ءمن قعد قتل ءله سمع علم
3:122	همم طوف فشل ءله ولی ءله وکل ءمن
3:123	نصر ءله بدر ذلل وقی ءله شکر
3:124	قول ءمن کفی مدد ربب ثلث ءلف ملک نزل
3:125	صبر وقی ءتی فور مدد ربب خمس ءلف ملک سوم
3:126	جعل ءله بشر طمءن قلب نصر عند ءله عزز حکم
3:127	قطع طرف کفر کبت قلب خیب
3:128	لیس ءمر شیء توب عذب ظلم
3:129	ءله سمو ءرض غفر شیء عذب شیء ءله غفر رحم
3:130	ءمن ءکل ربو ضعف ضعف وقی ءله فلح
3:131	وقی نور عدد کفر
3:132	طوع ءله رسل رحم
3:133	سرع غفر ربب جنن عرض سمو ءرض عدد وقی
3:134	نفق سرر ضرر کظم غیظ عفو ءنس ءله حبب حسن
3:135	فعل فحش ظلم نفس ذکر ءله غفر ذنب غفر ذنب ءله صرر فعل علم
3:136	جزی غفر ربب جنن جری تحت نهر خلد نعم ءجر عمل
3:137	خلو قبل سنن سیر ءرض نظر کون عقب کذب
3:138	بین ءنس هدی وعظ وقی
3:139	وهن حزن علو کون ءمن
3:140	مسس قرح مسس قوم قرح مثل یوم دول بین ءنس علم ءله ءمن ءخذ شهد ءله حبب ظلم
3:141	محص ءله ءمن محق کفر
3:142	حسب دخل جنن علم ءله جهد علم صبر
3:143	کون منی موت قبل لقی رءی نظر
3:144	حمد رسل خلو قبل رسل موت قتل قلب عقب قلب عقب ضرر ءله شیء جزی ءله شکر
3:145	کون نفس موت ءذن ءله کتب ءجل رود ثوب دنو ءتی رود ثوب ءخر ءتی جزی شکر
3:146	نبو قتل ربب کثر وهن صوب سبل ءله ضعف سکن ءله حبب صبر
3:147	کون قول قول ربب غفر ذنب سرف ءمر ثبت قدم نصر قوم کفر
3:148	ءتی ءله ثوب دنو حسن ثوب ءخر ءله حبب حسن
3:149	ءمن طوع کفر ردد عقب قلب خسر
3:150	ءله ولی خیر نصر
3:151	لقی قلب کفر رعب شرک ءله نزل سلط ءوی نور بءس ثوی ظلم
3:152	صدق ءله وعد حسس ءذن فشل نزع ءمر عصی بعد رءی حبب رود دنو رود ءخر صرف بلو عفو ءله ذوی فضل ءمن
3:153	صعد لوی وحد رسل دعو ءخر ثوب غمم غمم حزن فوت صوب ءله خبر عمل
3:154	نزل بعد غمم ءمن نعس غشو طوف طوف همم نفس ظنن ءله غیر حقق ظنن جهل قول ءمر شیء قول ءمر کلل ءله خفی نفس بدو قول کون ءمر شیء قتل قول کون بیت برز کتب قتل ضجع بلو ءله صدر محص قلب ءله علم ذوی صدر
3:155	ولی یوم لقی جمع زلل شطن بعض کسب عفو ءله ءله غفر حلم
3:156	ءمن کون کفر قول ءخو ضرب ءرض کون غزو کون عند موت قتل جعل ءله حسر قلب ءله حیی موت ءله عمل بصر
3:157	قتل سبل ءله موت غفر ءله رحم خیر جمع
3:158	موت قتل ءله حشر
3:159	رحم ءله لین کون فظظ غلظ قلب فضض حول عفو غفر شور ءمر عزم وکل ءله ءله حبب وکل
3:160	نصر ءله غلب خذل ذوی نصر بعد ءله وکل ءمن
3:161	کون نبو غلل غلل ءتی غلل یوم قوم وفی کلل نفس کسب ظلم
3:162	تبع رضو ءله بوء سخط ءله ءوی جهنم بءس صیر
3:163	درج عند ءله ءله بصر عمل
3:164	منن ءله ءمن بعث رسل نفس تلو ءیی زکو علم کتب حکم کون قبل ضلل بین
3:165	صوب صوب صوب مثل قول قول عند نفس ءله کلل شیء قدر
3:166	صوب یوم لقی جمع ءذن ءله علم ءمن
3:167	علم نفق قول علو قتل سبل ءله دفع قول علم قتل تبع کفر یوم قرب ءمن قول فوه لیس قلب ءله علم کتم
3:168	قول ءخو قعد طوع قتل قول درء نفس موت کون صدق
3:169	حسب قتل سبل ءله موت حیی عند ربب رزق
3:170	فرح ءتی ءله فضل بشر لحق خلف خوف حزن
3:171	بشر نعم ءله فضل ءله ضیع ءجر ءمن
3:172	جوب ءله رسل بعد صوب قرح حسن وقی ءجر عظم
3:173	قول ءنس ءنس جمع خشی زید ءمن قول حسب ءله نعم وکل
3:174	قلب نعم ءله فضل مسس سوء تبع رضو ءله ءله ذوی فضل عظم
3:175	شطن خوف ولی خوف خوف کون ءمن
3:176	حزن سرع کفر ضرر ءله شیء رود ءله جعل حظظ ءخر عذب عظم
3:177	شری کفر ءمن ضرر ءله شیء عذب ءلم
3:178	حسب کفر ملو خیر نفس ملو زید ءثم عذب هون
3:179	کون ءله وذر ءمن میز خبث طیب کون ءله طلع غیب ءله جبی رسل شیء ءمن ءله رسل ءمن وقی ءجر عظم
